id,name,serving_size,calories,total_fat,protein,carbohydrate
382,"Eggplant, pickled",100 g,49,0.7g,0.90 g,9.77 g
383,"Babyfood, cookies",100 g,433,13g,11.80 g,67.10 g
384,"Fennel, raw, bulb",100 g,31,0.2g,1.24 g,7.30 g
385,"Egg, dried, whole",100 g,592,44g,48.05 g,1.13 g
386,"Coffeecake, fruit",100 g,311,10g,5.20 g,51.50 g
387,"Candies, caramels",100 g,382,8.1g,4.60 g,77.00 g
388,"Sour cream, light",100 g,136,11g,3.50 g,7.10 g
389,"Egg, dried, white",100 g,382,0g,81.10 g,7.80 g
390,"Wild rice, cooked",100 g,101,0.3g,3.99 g,21.34 g
391,"Chicken, meatless",100 g,224,13g,23.64 g,3.64 g
392,"Corn grain, white",100 g,365,4.7g,9.42 g,74.26 g
393,"Veal, raw, ground",100 g,197,13g,18.58 g,0.00 g
394,"Wheat, soft white",100 g,340,2g,10.69 g,75.36 g
395,"Elderberries, raw",100 g,73,0.5g,0.66 g,18.40 g
396,"Nuts, raw, acorns",100 g,387,24g,6.15 g,40.75 g
397,"Orange juice, raw",100 g,45,0.2g,0.70 g,10.40 g
398,"POPEYES, Coleslaw",100 g,161,11g,0.98 g,14.12 g
399,"Cabbage, raw, red",100 g,31,0.2g,1.43 g,7.37 g
400,"Blackberries, raw",100 g,43,0.5g,1.39 g,9.61 g
401,"Wasabi, raw, root",100 g,109,0.6g,4.80 g,23.54 g
402,"Cheese, limburger",100 g,327,27g,20.05 g,0.49 g
403,"Raspberries, raw",100 g,52,0.7g,1.20 g,11.94 g
404,"Corn bran, crude",100 g,224,0.9g,8.36 g,85.64 g
405,"Bread, rice bran",100 g,243,4.6g,8.90 g,43.50 g
406,"Taro shoots, raw",100 g,11,0.1g,0.92 g,2.32 g
407,"Sugars, powdered",100 g,389,0g,0.00 g,99.77 g
408,"Emu, raw, ground",100 g,134,4g,22.77 g,0.00 g
409,"Cookies, fortune",100 g,378,2.7g,4.20 g,84.00 g
410,"Fish, raw, cisco",100 g,98,1.9g,18.99 g,0.00 g
411,"Couscous, cooked",100 g,112,0.2g,3.79 g,23.22 g
412,"Dill weed, fresh",100 g,43,1.1g,3.46 g,7.02 g
413,"Spearmint, dried",100 g,285,6g,19.93 g,52.04 g
414,"Spearmint, fresh",100 g,44,0.7g,3.29 g,8.41 g
415,Tamales (Navajo),100 g,153,6.1g,6.28 g,18.12 g
416,"Rice bran, crude",100 g,316,21g,13.35 g,49.69 g
417,"Rye flour, light",100 g,357,1.3g,9.82 g,76.68 g
418,"Spices, bay leaf",100 g,313,8.4g,7.61 g,74.97 g
419,"Spices, cardamom",100 g,311,6.7g,10.76 g,68.47 g
420,"Lemon juice, raw",100 g,22,0.2g,0.35 g,6.90 g
421,"Ginger root, raw",100 g,80,0.8g,1.82 g,17.77 g
422,"Fish oil, salmon",100 g,902,100g,0.00 g,0.00 g
423,"Fish, tuna salad",100 g,187,9.3g,16.04 g,9.41 g
424,"Orange peel, raw",100 g,97,0.2g,1.50 g,25.00 g
425,"Blueberries, raw",100 g,57,0.3g,0.74 g,14.49 g
426,"Cheese, muenster",100 g,368,30g,23.41 g,1.12 g
427,"Beet greens, raw",100 g,22,0.1g,2.20 g,4.33 g
428,"Cheese, cheshire",100 g,387,31g,23.37 g,4.78 g
429,"Bagels, oat bran",100 g,255,1.2g,10.70 g,53.30 g
430,"Fat, beef tallow",100 g,902,100g,0.00 g,0.00 g
431,"Clementines, raw",100 g,47,0.2g,0.85 g,12.02 g
432,"Peas, raw, green",100 g,81,0.4g,5.42 g,14.45 g
433,"Oat bran, cooked",100 g,40,0.9g,3.21 g,11.44 g
434,"Pears, bosc, raw",100 g,67,0.1g,0.36 g,16.10 g
435,"Sugar, turbinado",100 g,399,0g,0.00 g,99.80 g
436,"Headcheese, pork",100 g,157,11g,13.83 g,0.00 g
437,Ham salad spread,100 g,216,16g,8.68 g,10.64 g
438,"Olive loaf, pork",100 g,235,17g,11.80 g,9.20 g
439,"Pastrami, turkey",100 g,139,6.2g,16.30 g,3.34 g
440,"Cranberries, raw",100 g,46,0.1g,0.46 g,11.97 g
441,"POPEYES, biscuit",100 g,401,24g,6.00 g,40.95 g
442,"Egg, dried, yolk",100 g,669,59g,33.63 g,0.66 g
443,"Quinoa, uncooked",100 g,368,6.1g,14.12 g,64.16 g
444,"Emu, raw, oyster",100 g,141,4.9g,22.81 g,0.00 g
445,"Rose-apples, raw",100 g,25,0.3g,0.60 g,5.70 g
446,"Cheese, monterey",100 g,373,30g,24.48 g,0.68 g
447,"Fish, raw, scup",100 g,105,2.7g,18.88 g,0.00 g
448,"Cheese, cheddar",100 g,404,33g,22.87 g,3.09 g
449,"Cheese, caraway",100 g,376,29g,25.18 g,3.06 g
450,"Oil, wheat germ",100 g,884,100g,0.00 g,0.00 g
451,"Bread, oat bran",100 g,236,4.4g,10.40 g,39.80 g
452,"Watermelon, raw",100 g,30,0.2g,0.61 g,7.55 g
453,Potato pancakes,100 g,268,15g,6.08 g,27.81 g
454,Spinach souffle,100 g,172,13g,7.89 g,5.90 g
455,"Bacon, meatless",100 g,309,30g,11.69 g,5.31 g
456,"Rosemary, fresh",100 g,131,5.9g,3.31 g,20.70 g
457,"Syrups, sorghum",100 g,290,0g,0.00 g,74.90 g
458,"Rye flour, dark",100 g,325,2.2g,15.91 g,68.63 g
459,"Oil, tomatoseed",100 g,884,100g,0.00 g,0.00 g
460,"Croutons, plain",100 g,407,6.6g,11.90 g,73.50 g
461,"Lemon peel, raw",100 g,47,0.3g,1.50 g,16.00 g
462,"Spices, paprika",100 g,282,13g,14.14 g,53.99 g
463,"Nectarines, raw",100 g,44,0.3g,1.06 g,10.55 g
464,"Mulberries, raw",100 g,43,0.4g,1.44 g,9.80 g
465,"Lotus root, raw",100 g,74,0.1g,2.60 g,17.23 g
466,"Sauce, barbecue",100 g,172,0.6g,0.82 g,40.77 g
467,"Fish, raw, spot",100 g,123,4.9g,18.51 g,0.00 g
468,"Crabapples, raw",100 g,76,0.3g,0.40 g,19.95 g
469,"Breadfruit, raw",100 g,103,0.2g,1.07 g,27.12 g
470,Arrowroot flour,100 g,357,0.1g,0.30 g,88.15 g
471,"Pimento, canned",100 g,23,0.3g,1.10 g,5.10 g
472,"Tomatillos, raw",100 g,32,1g,0.96 g,5.84 g
473,"Raisins, seeded",100 g,296,0.5g,2.52 g,78.47 g
474,"Bologna, turkey",100 g,209,16g,11.42 g,4.68 g
475,Vanilla extract,100 g,288,0.1g,0.06 g,12.65 g
476,"Fish, raw, carp",100 g,127,5.6g,17.83 g,0.00 g
477,"Wheat, sprouted",100 g,198,1.3g,7.49 g,42.53 g
478,"Fish, raw, cusk",100 g,87,0.7g,18.99 g,0.00 g
479,"Watercress, raw",100 g,11,0.1g,2.30 g,1.29 g
480,"Fish, raw, ling",100 g,87,0.6g,18.99 g,0.00 g
481,"Bread, cinnamon",100 g,253,5.3g,7.05 g,44.38 g
482,"Spices, saffron",100 g,310,5.9g,11.43 g,65.37 g
483,"Lime juice, raw",100 g,25,0.1g,0.42 g,8.42 g
484,"Spelt, uncooked",100 g,338,2.4g,14.57 g,70.19 g
485,"Cabbage, kimchi",100 g,15,0.5g,1.10 g,2.40 g
486,"Seeds, flaxseed",100 g,534,42g,18.29 g,28.88 g
487,"Cheese, gruyere",100 g,413,32g,29.81 g,0.36 g
488,"Cheese, gjetost",100 g,466,30g,9.65 g,42.65 g
489,"Cheese, fontina",100 g,389,31g,25.60 g,1.55 g
490,"Butter, salted",100 g,717,81g,0.85 g,0.06 g
491,"Oil, rice bran",100 g,884,100g,0.00 g,0.00 g
492,"Crackers, milk",100 g,446,14g,7.60 g,71.73 g
493,"Dates, medjool",100 g,277,0.2g,1.81 g,74.97 g
494,"Arrowroot, raw",100 g,65,0.2g,4.24 g,13.39 g
495,"Bread, oatmeal",100 g,269,4.4g,8.40 g,48.50 g
496,"Bread, italian",100 g,271,3.5g,8.80 g,50.10 g
497,"Tamarinds, raw",100 g,239,0.6g,2.80 g,62.50 g
498,"Millet, puffed",100 g,354,3.4g,13.00 g,80.00 g
499,"Vinegar, cider",100 g,21,0g,0.00 g,0.93 g
500,"Scrapple, pork",100 g,213,14g,8.06 g,14.06 g
501,"Oil, poppyseed",100 g,884,100g,0.00 g,0.00 g
502,"Oil, grapeseed",100 g,884,100g,0.00 g,0.00 g
503,"Longans, dried",100 g,286,0.4g,4.90 g,74.00 g
504,"Pectin, liquid",100 g,11,0g,0.00 g,2.10 g
505,"Pretzels, soft",100 g,338,3.1g,8.20 g,69.39 g
506,"Quinoa, cooked",100 g,120,1.9g,4.40 g,21.30 g
507,"Plantains, raw",100 g,122,0.4g,1.30 g,31.89 g
508,"Parsley, fresh",100 g,36,0.8g,2.97 g,6.33 g
509,"Barley, hulled",100 g,354,2.3g,12.48 g,73.48 g
510,"Cheese, romano",100 g,387,27g,31.80 g,3.63 g
511,Dulce de Leche,100 g,315,7.4g,6.84 g,55.35 g
512,"Radicchio, raw",100 g,23,0.3g,1.43 g,4.48 g
513,"Bulgur, cooked",100 g,83,0.2g,3.08 g,18.58 g
514,"Tempeh, cooked",100 g,195,11g,19.91 g,7.62 g
515,Chicken spread,100 g,158,18g,18.01 g,4.05 g
516,"Millet, cooked",100 g,119,1g,3.51 g,23.67 g
517,"Capers, canned",100 g,23,0.9g,2.36 g,4.89 g
518,"Sapodilla, raw",100 g,83,1.1g,0.44 g,19.96 g
519,"Wild rice, raw",100 g,357,1.1g,14.73 g,74.90 g
520,"Arrowhead, raw",100 g,99,0.3g,5.33 g,20.23 g
521,"Frog legs, raw",100 g,73,0.3g,16.40 g,0.00 g
522,"Jackfruit, raw",100 g,95,0.6g,1.72 g,23.25 g
523,"Litchis, dried",100 g,277,1.2g,3.80 g,70.70 g
524,"Rutabagas, raw",100 g,37,0.2g,1.08 g,8.62 g
525,"Cornsalad, raw",100 g,21,0.4g,2.00 g,3.60 g
526,"Strudel, apple",100 g,274,11g,3.30 g,41.10 g
527,"Oil, cupu assu",100 g,884,100g,0.00 g,0.00 g
528,"Cherimoya, raw",100 g,75,0.7g,1.57 g,17.71 g
529,"Cheese, tilsit",100 g,340,26g,24.41 g,1.88 g
530,"Asparagus, raw",100 g,20,0.1g,2.20 g,3.88 g
531,"Apricots, raw",100 g,48,0.4g,1.40 g,11.12 g
532,"Broccoli, raw",100 g,34,0.4g,2.82 g,6.64 g
533,"Cheese, brick",100 g,371,30g,23.24 g,2.79 g
534,"Sugars, brown",100 g,380,0g,0.12 g,98.09 g
535,Candied fruit,100 g,322,0.1g,0.34 g,82.74 g
536,"Bologna, beef",100 g,299,26g,10.91 g,4.29 g
537,Blood sausage,100 g,379,35g,14.60 g,1.29 g
538,"Nuts, almonds",100 g,579,50g,21.15 g,21.55 g
539,"Shallots, raw",100 g,72,0.1g,2.50 g,16.80 g
540,"Couscous, dry",100 g,376,0.6g,12.76 g,77.43 g
541,"Candies, hard",100 g,394,0.2g,0.00 g,98.00 g
542,Meat extender,100 g,311,3g,41.71 g,34.71 g
543,"Syrups, maple",100 g,260,0.1g,0.04 g,67.04 g
544,Sorghum grain,100 g,329,3.5g,10.62 g,72.09 g
545,"Oil, hazelnut",100 g,884,100g,0.00 g,0.00 g
546,"Pepeao, dried",100 g,298,0.4g,4.82 g,81.03 g
547,"Purslane, raw",100 g,20,0.4g,2.03 g,3.39 g
548,"Radishes, raw",100 g,16,0.1g,0.68 g,3.40 g
549,"Rolls, french",100 g,277,4.3g,8.60 g,50.20 g
550,"Bagels, wheat",100 g,250,1.5g,10.20 g,48.89 g
551,"KFC, Coleslaw",100 g,144,8.6g,0.91 g,15.65 g
552,"Parsnips, raw",100 g,75,0.3g,1.20 g,17.99 g
553,"Sugars, maple",100 g,354,0.2g,0.10 g,90.90 g
554,"Collards, raw",100 g,32,0.6g,3.02 g,5.42 g
555,Rice crackers,100 g,416,5g,10.00 g,82.64 g
556,"Cheese, colby",100 g,394,32g,23.76 g,2.57 g
557,"Cheese, cream",100 g,350,34g,6.15 g,5.52 g
558,"Bologna, pork",100 g,247,20g,15.30 g,0.73 g
559,"Celeriac, raw",100 g,42,0.3g,1.50 g,9.20 g
560,"Kumquats, raw",100 g,71,0.9g,1.88 g,15.90 g
561,"Oat bran, raw",100 g,246,7g,17.30 g,66.22 g
562,"Spelt, cooked",100 g,127,0.9g,5.50 g,26.44 g
563,"Bread, cheese",100 g,408,21g,10.42 g,44.83 g
564,"Bread, potato",100 g,266,3.1g,12.50 g,47.07 g
565,"Kohlrabi, raw",100 g,27,0.1g,1.70 g,6.20 g
566,"Cheese, swiss",100 g,393,31g,26.96 g,1.44 g
567,"Cheese, gouda",100 g,356,27g,24.94 g,2.22 g
568,Tomato powder,100 g,302,0.4g,12.91 g,74.68 g
569,"Cheese, blue",100 g,353,29g,21.40 g,2.34 g
570,"Cheese, brie",100 g,334,28g,20.75 g,0.45 g
571,"Celtuce, raw",100 g,18,0.3g,0.85 g,3.65 g
572,"Thyme, fresh",100 g,101,1.7g,5.56 g,24.45 g
573,"Basil, fresh",100 g,23,0.6g,3.15 g,2.65 g
574,"Rhubarb, raw",100 g,21,0.2g,0.90 g,4.54 g
575,"Nopales, raw",100 g,16,0.1g,1.32 g,3.33 g
576,"Syrups, malt",100 g,318,0g,6.20 g,71.30 g
577,"Oil, teaseed",100 g,884,100g,0.00 g,0.00 g
578,"Oil, sheanut",100 g,884,100g,0.00 g,0.00 g
579,"Oil, babassu",100 g,884,100g,0.00 g,0.00 g
580,"Longans, raw",100 g,60,0.1g,1.31 g,15.14 g
581,"Loquats, raw",100 g,47,0.2g,0.43 g,12.14 g
582,"Epazote, raw",100 g,32,0.5g,0.33 g,7.44 g
583,"Pumpkin, raw",100 g,26,0.1g,1.00 g,6.50 g
584,"Carrots, raw",100 g,41,0.2g,0.93 g,9.58 g
585,"Fish, surimi",100 g,99,0.9g,15.18 g,6.85 g
586,"Cabbage, raw",100 g,25,0.1g,1.28 g,5.80 g
587,"Cardoon, raw",100 g,17,0.1g,0.70 g,4.07 g
588,"Abiyuch, raw",100 g,69,0.1g,1.50 g,17.60 g
589,"Bread, wheat",100 g,267,3.2g,10.72 g,48.68 g
590,"Cheese, edam",100 g,357,28g,24.99 g,1.43 g
591,"Cheese, feta",100 g,264,21g,14.21 g,4.09 g
592,"Pummelo, raw",100 g,38,0g,0.76 g,9.62 g
593,"Quinces, raw",100 g,57,0.1g,0.40 g,15.30 g
594,Cracker meal,100 g,383,1.7g,9.30 g,80.90 g
595,"Roselle, raw",100 g,49,0.6g,0.96 g,11.31 g
596,"Soursop, raw",100 g,66,0.3g,1.00 g,16.84 g
597,"Oil, coconut",100 g,892,99g,0.00 g,0.00 g
598,"Wheat, durum",100 g,339,2.5g,13.68 g,71.13 g
599,"KFC, biscuit",100 g,358,17g,7.50 g,43.55 g
600,Millet flour,100 g,382,4.3g,10.75 g,75.12 g
601,"Arugula, raw",100 g,25,0.7g,2.58 g,3.65 g
602,Potato flour,100 g,357,0.3g,6.90 g,83.10 g
603,"Litchis, raw",100 g,66,0.4g,0.83 g,16.53 g
604,"Teff, cooked",100 g,101,0.7g,3.87 g,19.86 g
605,"Spinach, raw",100 g,23,0.4g,2.86 g,3.63 g
606,"Oil, mustard",100 g,884,100g,0.00 g,0.00 g
607,"Oil, avocado",100 g,884,100g,0.00 g,0.00 g
608,Phyllo dough,100 g,299,6g,7.10 g,52.60 g
609,"Lentils, raw",100 g,352,1.1g,24.63 g,63.35 g
610,"Fat, chicken",100 g,900,100g,0.00 g,0.00 g
611,"Cassava, raw",100 g,160,0.3g,1.36 g,38.06 g
612,"Turnips, raw",100 g,28,0.1g,0.90 g,6.43 g
613,"Bananas, raw",100 g,89,0.3g,1.09 g,22.84 g
614,"Papayas, raw",100 g,43,0.3g,0.47 g,10.82 g
615,Fruit syrup,100 g,341,0g,0.00 g,85.13 g
616,"Chives, raw",100 g,30,0.7g,3.27 g,4.35 g
617,Carob flour,100 g,222,0.7g,4.62 g,88.88 g
618,Prune puree,100 g,257,0.2g,2.10 g,65.10 g
619,"Salt, table",100 g,0,0g,0.00 g,0.00 g
620,Chewing gum,100 g,360,0.3g,0.00 g,96.70 g
621,"Fat, turkey",100 g,900,100g,0.00 g,0.00 g
622,"Tofu, fried",100 g,270,20g,18.82 g,8.86 g
623,"Borage, raw",100 g,21,0.7g,1.80 g,3.06 g
624,"Mangos, raw",100 g,60,0.4g,0.82 g,14.98 g
625,"Garlic, raw",100 g,149,0.5g,6.36 g,33.06 g
626,"Endive, raw",100 g,17,0.2g,1.25 g,3.35 g
627,Tofu yogurt,100 g,94,1.8g,3.50 g,15.96 g
628,"Celery, raw",100 g,16,0.2g,0.69 g,2.97 g
629,"Bagels, egg",100 g,278,2.1g,10.60 g,53.00 g
630,"Bulgur, dry",100 g,342,1.3g,12.29 g,75.87 g
631,"Feijoa, raw",100 g,61,0.4g,0.71 g,15.21 g
632,"Millet, raw",100 g,378,4.2g,11.02 g,72.85 g
633,"Ham, minced",100 g,263,21g,16.28 g,1.84 g
634,"Oil, almond",100 g,884,100g,0.00 g,0.00 g
635,"Oil, walnut",100 g,884,100g,0.00 g,0.00 g
636,"Jujube, raw",100 g,79,0.2g,1.20 g,20.23 g
637,"Oil, canola",100 g,884,100g,0.00 g,0.00 g
638,"Syrup, Cane",100 g,269,0g,0.00 g,73.14 g
639,"Onions, raw",100 g,40,0.1g,1.10 g,9.34 g
640,Clif Z bar,100 g,409,9.7g,5.55 g,74.72 g
641,Fish broth,100 g,16,0.6g,2.00 g,0.40 g
642,"Fat, goose",100 g,900,100g,0.00 g,0.00 g
643,"Bread, rye",100 g,259,3.3g,8.50 g,48.30 g
644,"Eppaw, raw",100 g,150,1.8g,4.60 g,31.68 g
645,"Limes, raw",100 g,30,0.2g,0.70 g,10.54 g
646,"Pie, peach",100 g,224,10g,1.90 g,32.90 g
647,"Pears, raw",100 g,57,0.1g,0.36 g,15.23 g
648,"Plums, raw",100 g,46,0.3g,0.70 g,11.42 g
649,"Rowal, raw",100 g,111,2g,2.30 g,23.90 g
650,"Beets, raw",100 g,43,0.2g,1.61 g,9.56 g
651,"Bread, egg",100 g,287,6g,9.50 g,47.80 g
652,Buckwheat,100 g,343,3.4g,13.25 g,71.50 g
653,"Oil, palm",100 g,884,100g,0.00 g,0.00 g
654,"Fat, duck",100 g,882,100g,0.00 g,0.00 g
655,Triticale,100 g,336,2.1g,13.05 g,72.13 g
656,Rye grain,100 g,338,1.6g,10.34 g,75.86 g
657,"Dock, raw",100 g,22,0.7g,2.00 g,3.20 g
658,"Kale, raw",100 g,49,0.9g,4.28 g,8.75 g
659,"Okra, raw",100 g,33,0.2g,1.93 g,7.45 g
660,"Taro, raw",100 g,112,0.2g,1.50 g,26.46 g
661,"Figs, raw",100 g,74,0.3g,0.75 g,19.18 g
662,"Goat, raw",100 g,109,2.3g,20.60 g,0.00 g
663,Molasses,100 g,290,0.1g,0.00 g,74.73 g
664,Zwieback,100 g,426,9.7g,10.10 g,74.20 g
665,"Yam, raw",100 g,118,0.2g,1.53 g,27.88 g
666,"Oil, oat",100 g,884,100g,0.00 g,0.00 g
667,Jellies,100 g,266,0g,0.15 g,69.95 g
668,Eggnog,100 g,88,4.2g,4.55 g,8.05 g
669,Catsup,100 g,101,0.1g,1.04 g,27.40 g
670,Tempeh,100 g,192,11g,20.29 g,7.64 g
671,Wasabi,100 g,292,11g,2.23 g,46.13 g
672,Honey,100 g,304,0g,0.30 g,82.40 g
673,Natto,100 g,211,11g,19.40 g,12.68 g
674,Okara,100 g,76,1.7g,3.52 g,12.23 g
675,Papad,100 g,371,3.3g,25.56 g,59.87 g
676,Lard,100 g,902,100g,0.00 g,0.00 g
677,Oats,100 g,389,6.9g,16.89 g,66.27 g
678,Miso,100 g,198,6g,12.79 g,25.37 g
679,Poi,100 g,112,0.1g,0.38 g,27.23 g
680,"Spices, dried, oregano",100 g,265,4.3g,9.00 g,68.92 g
681,"Winged bean leaves, raw",100 g,74,1.1g,5.85 g,14.10 g
682,"Corn, raw, white, sweet",100 g,86,1.2g,3.22 g,19.02 g
683,"Wheat flour, whole-grain",100 g,340,2.5g,13.21 g,71.97 g
684,"CRACKER BARREL, coleslaw",100 g,175,13g,0.89 g,13.01 g
685,"Fish, raw, king, mackerel",100 g,105,2g,20.28 g,0.00 g
686,"Cookies, chocolate wafers",100 g,433,14g,6.60 g,72.70 g
687,"Mushrooms, raw, portabella",100 g,22,0.4g,2.11 g,3.87 g
688,"Fish, raw, striped, mullet",100 g,117,3.8g,19.35 g,0.00 g
689,"Egg, poached, cooked, whole",100 g,143,9.5g,12.51 g,0.71 g
690,"Noodles, chow mein, chinese",100 g,475,15g,8.11 g,72.80 g
691,"Oil, cold pressed, flaxseed",100 g,884,100g,0.11 g,0.00 g
692,"Triticale flour, whole-grain",100 g,338,1.8g,13.18 g,73.14 g
693,"Cheese, queso anejo, mexican",100 g,373,30g,21.44 g,4.63 g
694,"Smelt, dried (Alaska Native)",100 g,386,18g,56.19 g,0.00 g
695,"Lamb, broiled, cooked, ground",100 g,283,20g,24.75 g,0.00 g
696,"Tofu, dried-frozen (koyadofu)",100 g,477,30g,52.47 g,10.03 g
697,Poultry salad sandwich spread,100 g,200,14g,11.64 g,7.41 g
698,"Salami, beef and pork, cooked",100 g,336,26g,21.85 g,2.40 g
699,"Rice flour, unenriched, white",100 g,366,1.4g,5.95 g,80.13 g
700,"Yogurt, nonfat, fruit variety",100 g,95,0.2g,4.40 g,19.00 g
701,"Babyfood, vegetable, crackers",100 g,477,20g,8.40 g,66.85 g
702,"Babyfood, fruit, baby, cookie",100 g,435,13g,6.80 g,73.70 g
703,"Chicken, raw, giblets, capons",100 g,130,5.2g,18.28 g,1.42 g
704,"Fish, raw, mixed species, roe",100 g,143,6.4g,22.32 g,1.50 g
705,"Fish, smoked, chinook, salmon",100 g,117,4.3g,18.28 g,0.00 g
706,HOUSE FOODS Premium Firm Tofu,100 g,85,4.2g,10.92 g,0.97 g
707,"Crackers, whole grain, cheese",100 g,412,16g,9.62 g,57.29 g
708,"Seeds, high-fat, sesame flour",100 g,526,37g,30.78 g,26.62 g
709,"Peppers, canned, green, chili",100 g,21,0.3g,0.72 g,4.60 g
710,"Egg, raw, fresh, whole, quail",100 g,158,11g,13.05 g,0.41 g
711,"Pumpkin, without salt, canned",100 g,34,0.3g,1.10 g,8.09 g
712,"Dove, cooked (includes squab)",100 g,213,13g,23.90 g,0.00 g
713,"Beverages, orange, carbonated",100 g,48,0g,0.00 g,12.30 g
714,"Kefir, LIFEWAY, plain, lowfat",100 g,41,0.9g,3.79 g,4.48 g
715,"Candies, ALMOND JOY Candy Bar",100 g,479,27g,4.13 g,59.51 g
716,"Cheese substitute, mozzarella",100 g,248,12g,11.47 g,23.67 g
717,"Crustaceans, raw, queen, crab",100 g,90,1.2g,18.50 g,0.00 g
718,"Wheat, cooked, KAMUT khorasan",100 g,132,0.8g,5.71 g,27.60 g
719,"Sauce, ready-to-serve, hoisin",100 g,220,3.4g,3.31 g,44.08 g
720,"Sauce, ready-to-serve, oyster",100 g,51,0.3g,1.35 g,10.92 g
721,"Noodles, dry, somen, japanese",100 g,356,0.8g,11.35 g,74.10 g
722,"Crackers, reduced fat, cheese",100 g,418,12g,10.00 g,68.19 g
723,"Cookies, reduced fat, oatmeal",100 g,365,10g,4.02 g,64.62 g
724,"Cranberries, sweetened, dried",100 g,308,1.1g,0.17 g,82.80 g
725,"Cheese, queso cotija, mexican",100 g,366,30g,20.00 g,3.97 g
726,"Rolls, hard (includes kaiser)",100 g,293,4.3g,9.90 g,52.70 g
727,"Ostrich, cooked, inside strip",100 g,164,4.3g,29.37 g,0.00 g
728,"SILK Light Chocolate, soymilk",100 g,49,0.6g,2.06 g,9.05 g
729,"Candies, sugar-coated almonds",100 g,474,18g,10.00 g,68.26 g
730,"KELLOGG'S, Corn Flakes Crumbs",100 g,367,0.4g,7.50 g,84.40 g
731,"Cheese, queso seco, dry white",100 g,325,24g,24.51 g,2.04 g
732,"Fish, raw, wild, coho, salmon",100 g,146,5.9g,21.62 g,0.00 g
733,"Beets, drained solids, canned",100 g,31,0.1g,0.91 g,7.21 g
734,"Beef, reduced sodium, bologna",100 g,310,28g,11.70 g,2.00 g
735,"Fast foods, hot fudge, sundae",100 g,180,5.5g,3.57 g,30.17 g
736,"KEEBLER, Iced Oatmeal Cookies",100 g,467,18g,6.50 g,69.50 g
737,"Ice creams, fat free, vanilla",100 g,138,0g,4.48 g,30.06 g
738,"Turkey Pot Pie, frozen entree",100 g,176,8.8g,6.50 g,17.70 g
739,"Peanut butter, reduced sodium",100 g,590,50g,24.00 g,21.83 g
740,"Oil, salad or cooking, peanut",100 g,884,100g,0.00 g,0.00 g
741,"Turkey, raw, meat only, whole",100 g,112,1.9g,22.64 g,0.14 g
742,"Syrups, fudge-type, chocolate",100 g,350,8.9g,4.60 g,62.90 g
743,"Corn, steamed (Navajo), white",100 g,386,5.2g,9.72 g,75.20 g
744,"Fish, raw, mixed species, eel",100 g,184,12g,18.44 g,0.00 g
745,"Spices, dried, coriander leaf",100 g,279,4.8g,21.93 g,52.10 g
746,"Popovers, unenriched, dry mix",100 g,371,4.3g,10.40 g,71.00 g
747,"Lemon grass (citronella), raw",100 g,99,0.5g,1.82 g,25.31 g
748,"Candies, with almonds, nougat",100 g,398,1.7g,3.33 g,92.39 g
749,"Fish, raw, Atlantic, mackerel",100 g,205,14g,18.60 g,0.00 g
750,"Candies, REESE'S PIECES Candy",100 g,497,25g,12.46 g,59.86 g
751,"Sauce, ready-to-serve, cheese",100 g,174,13g,6.71 g,6.83 g
752,"Noodles, unenriched, dry, egg",100 g,384,4.4g,14.16 g,71.27 g
753,"Egg, scrambled, cooked, whole",100 g,149,11g,9.99 g,1.61 g
754,"Egg, raw, fresh, whole, goose",100 g,185,13g,13.87 g,1.35 g
755,"Jujube, dried, fresh, Chinese",100 g,281,0.5g,4.72 g,72.52 g
756,"GIRL SCOUTS, Trefoils Cookies",100 g,498,23g,5.70 g,68.00 g
757,"Quail, raw, meat only, breast",100 g,123,3g,22.59 g,0.00 g
758,"Blueberries, sweetened, dried",100 g,317,2.5g,2.50 g,80.00 g
759,"McDONALD'S, Hot Mustard Sauce",100 g,190,7.3g,2.60 g,29.08 g
760,"Candies, PAYDAY Bar, HERSHEYS",100 g,490,25g,13.44 g,52.88 g
761,"Sauce, ready-to-serve, tartar",100 g,211,17g,1.00 g,13.30 g
762,Pulled pork in barbecue sauce,100 g,168,4.4g,13.19 g,18.74 g
763,"Sauce, thick, white, homemade",100 g,186,14g,3.99 g,11.61 g
764,"Veal, broiled, cooked, ground",100 g,172,7.6g,24.38 g,0.00 g
765,"Bison, raw, grass-fed, ground",100 g,146,7.2g,20.23 g,0.05 g
766,"Bread, bollilo, Mexican, roll",100 g,318,5.8g,10.65 g,55.77 g
767,"McDONALD'S, Chicken McNUGGETS",100 g,302,20g,15.79 g,15.09 g
768,"Currants, raw, european black",100 g,63,0.4g,1.40 g,15.38 g
769,"Pineapple, all varieties, raw",100 g,50,0.1g,0.54 g,13.12 g
770,"Fish, raw, Atlantic, wolffish",100 g,96,2.4g,17.50 g,0.00 g
771,"Cereals ready-to-eat, FAMILIA",100 g,388,6.3g,9.50 g,73.80 g
772,"Leavening agents, baking soda",100 g,0,0g,0.00 g,0.00 g
773,"Asparagus, unprepared, frozen",100 g,24,0.2g,3.23 g,4.10 g
774,"English muffins, whole-wheat",100 g,203,2.1g,8.80 g,40.40 g
775,"Ice creams, light, chocolate",100 g,187,7.2g,5.00 g,25.70 g
776,"Crackers, wheat, melba toast",100 g,374,2.3g,12.90 g,76.40 g
